SURID	NEWS	BEAUTY	MUSIC	FITNESS	RELIGION	SCIENCE	LITERARY	SPORTS	EARLY	MORNING	DAYTIME	PRIME	EVENING	LATE	COMEDY	SOAPS	GENERAL	LEGAL	MEDICAL	MOVIES	VARIETY	NEWSSHOW	KIDS	INFO	ACTION	GAME	MVIDEO	MYSTERY	SPORT	TALK	WEIGHT	THIGHS	BUTTOCKS	HIPS	STOMACH	LEGS	WAIST	TONE	EARS	LIPS	WRISTS	HANDS	FOREHEAD	NECK	CHIN	FEET	BUST	MACS1	MACS2	MACS3	MACS4	MACS5	MACS6	MACS7	MACS8	MACS9	MACS10	MACS11	MACS12	MACS13	MACS14	MACS15	MACS16	MACS17	MACS18	MACS19	MACS20	MACS21	MACS22	MACS23	MACS24	MACS25	MACS26	MACS27	MACS28	MACS29	MACS30	MACS31	MACS32	MACS33	DIET1	DIET2	DIET3	DIET4	DIET5	DIET6	DIET7	DIET8	DIET9	DIET10	DIET11	DIET12	DIET13	DIET14	DIET15	DIET16	DIET17	DIET18	ASSESS	AGE	CLASS	ANXIETY	GOODDIET	TOTMAC	APPROVE	CONTROL	RIGID	TOTTV
418	2	0	0	0	6	0	0	0	1	0	1	0	1	0	1	0	0	0	0	2	0	1	0	1	0	2	2	0	0	0	1	1	1	1	2	2	2	2	0	0	0	1	0	0	0	2	0	2	1	1	5	2	3	3	1	1	2	2	1	1	1	4	3	1	2	3	2	3	1	3	1	3	1	5	1	4	3	1	1	1	1	4	2	0	3	2	1	0	2	1	4	1	0	0	3	0	0	2	2	4	4	15	22	69	14	16	39	3
419	5	5	2	2	0	3	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	2	4	4	4	3	3	1	3	0	0	1	0	1	1	1	0	2	2	4	1	1	1	1	1	2	2	2	3	3	2	3	1	1	1	1	1	1	2	1	2	3	2	1	2	2	2	1	1	1	1	4	3	1	0	1	2	4	0	4	0	3	2	0	0	3	1	0	3	2	4	3	30	26	55	12	10	33	2
420	0	5	1	6	0	0	0	3	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	3	2	0	0	4	4	4	4	4	4	4	4	0	0	0	0	0	0	0	0	0	1	5	1	3	1	5	1	5	5	5	1	1	5	5	2	3	5	1	5	1	2	2	5	2	2	5	1	1	1	5	1	5	5	0	0	0	3	0	4	0	4	0	0	4	4	4	3	4	4	3	0	3	3	3	32	8	98	9	18	71	1
421	4	4	4	2	0	4	4	0	0	0	1	1	2	1	3	0	0	4	4	3	2	3	0	4	3	0	1	2	0	0	2	2	0	2	2	0	2	0	0	0	0	1	0	0	0	0	3	5	1	1	5	1	1	1	1	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	NA	1	1	0	4	0	2	0	1	2	0	0	1	0	0	3	2	2	3	14	17	47	7	13	27	5
422	6	6	6	2	0	5	6	5	0	0	0	0	1	1	3	0	1	0	0	2	1	1	1	1	0	0	2	0	0	1	1	1	3	3	3	2	3	0	0	0	0	0	0	0	0	0	0	2	NA	1	3	1	3	3	1	2	1	1	3	2	4	5	2	NA	4	3	3	2	1	5	1	5	1	1	1	1	5	1	1	2	4	2	4	0	4	2	4	0	0	0	4	2	1	0	4	1	0	4	2	4	4	16	30	71	11	15	45	2
423	4	5	5	4	2	1	3	2	0	0	0	1	0	0	1	0	0	1	0	0	1	1	0	0	1	1	1	0	0	0	0	1	1	2	3	1	1	3	0	0	0	0	0	0	0	0	0	1	3	1	3	4	1	3	1	1	3	1	3	2	3	3	2	1	1	2	2	3	1	2	1	3	3	3	1	2	2	2	3	1	1	2	0	0	2	1	3	0	1	0	2	2	0	0	1	1	0	3	2	4	4	12	15	68	12	18	38	1
424	4	4	5	3	1	0	0	5	0	2	0	2	3	0	1	0	1	2	1	2	2	1	0	0	1	1	1	0	2	1	0	2	2	2	2	1	1	1	0	0	0	0	0	0	0	0	0	1	1	2	1	1	1	4	1	4	4	2	5	1	4	4	2	1	2	4	1	5	2	1	2	1	4	1	1	1	2	1	4	1	2	4	1	0	0	0	4	0	4	0	2	1	0	0	2	0	0	4	2	4	4	11	23	72	10	23	39	7
425	4	6	5	3	3	3	2	4	0	0	0	0	1	1	2	0	1	1	0	0	1	1	0	0	2	0	1	1	0	0	0	1	1	1	1	1	2	2	0	0	0	0	0	0	0	0	4	1	1	1	1	1	2	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	4	1	2	4	2	0	2	0	2	0	4	0	4	0	0	0	2	0	0	2	2	4	4	13	24	43	7	6	30	2
426	2	3	3	2	2	1	1	2	1	0	1	0	1	0	1	0	1	1	0	1	1	2	0	0	0	1	2	0	1	1	1	3	2	2	2	4	2	3	0	1	0	2	1	1	0	1	1	3	4	4	3	3	2	2	2	4	3	2	2	2	3	4	2	2	2	2	2	2	3	2	1	2	2	2	2	2	2	2	3	2	2	3	3	0	2	1	4	0	3	1	2	2	2	0	2	0	1	3	4	4	4	26	24	80	17	16	47	3
427	3	3	3	2	3	0	0	0	0	0	0	1	1	0	2	0	1	0	0	2	1	1	0	0	1	0	0	0	0	0	1	2	2	1	2	0	1	0	0	0	0	0	0	0	0	1	1	2	2	1	2	1	3	1	2	1	2	2	2	1	1	2	2	1	2	1	2	1	1	3	1	5	1	2	1	2	2	1	1	1	3	3	1	0	1	1	3	0	3	0	2	0	0	0	0	1	0	2	2	3	3	11	18	55	13	10	32	2
428	2	5	4	4	3	1	1	2	0	0	2	3	3	2	5	1	4	2	0	1	0	1	0	1	0	1	1	0	1	4	4	4	3	3	4	4	4	4	0	0	0	2	1	1	0	1	2	3	5	1	5	2	5	3	4	3	5	4	5	5	3	4	4	4	2	5	2	5	1	5	2	1	5	4	1	1	4	2	5	4	4	2	1	0	1	3	4	0	3	0	4	4	2	0	3	3	0	2	3	4	3	37	24	114	14	29	71	10
429	1	5	4	5	2	0	0	1	0	0	0	0	1	NA	1	0	0	0	1	2	1	0	0	0	0	0	1	0	0	1	3	3	3	2	3	2	4	0	0	0	0	0	0	0	2	0	3	5	4	3	5	5	5	5	4	4	5	5	5	5	5	3	5	3	5	3	4	5	2	5	5	3	5	3	2	5	5	3	5	5	0	2	3	0	1	4	4	0	4	3	4	2	1	1	4	3	4	1	5	3	3	25	23	141	21	28	92	1
430	4	1	1	0	3	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	2	2	3	3	3	2	3	0	0	0	0	0	1	0	1	0	0	1	1	1	2	1	1	2	1	1	1	1	2	2	1	2	1	1	1	1	1	2	1	2	5	1	1	1	1	1	1	1	2	1	4	3	2	NA	2	0	1	0	0	1	4	1	0	0	2	0	0	2	3	4	4	20	20	45	7	10	28	2
431	2	6	3	2	0	0	0	0	0	0	0	0	1	2	4	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	4	1	1	1	1	1	1	1	1	5	1	1	2	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	0	4	0	1	1	4	0	2	0	1	4	1	0	0	0	0	2	2	3	3	3	15	44	8	10	26	3
432	6	1	4	3	0	6	6	6	0	0	0	0	2	1	1	0	0	0	1	2	1	2	0	2	0	0	0	2	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	1	3	3	1	4	2	1	5	1	4	1	2	4	2	1	1	3	1	3	1	3	2	1	2	1	1	3	2	2	1	1	1	3	4	0	4	3	3	0	3	0	4	1	0	0	4	2	0	4	2	4	4	4	30	69	8	21	40	3
433	4	4	3	2	4	0	3	2	0	0	0	1	1	0	2	2	2	0	0	2	2	2	0	0	0	2	1	0	0	2	4	3	1	4	4	4	3	0	0	0	0	0	0	0	0	1	0	5	3	1	5	2	2	3	1	1	5	4	5	4	3	1	3	1	2	2	NA	3	1	4	1	1	2	3	1	4	1	1	3	2	4	4	2	0	2	0	4	0	2	1	1	2	1	0	2	0	0	3	2	3	3	24	24	80	12	21	47	2
434	1	5	5	2	0	0	2	1	1	3	2	1	1	1	1	2	0	0	1	1	0	1	0	0	0	2	3	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	3	3	3	1	1	3	1	3	3	3	5	1	5	1	1	1	1	1	1	1	3	1	3	1	1	1	1	1	1	1	1	2	2	1	0	1	0	2	0	4	4	1	2	2	0	1	0	0	4	1	4	4	2	18	59	13	16	30	9
435	5	5	6	3	0	0	1	4	0	0	0	1	2	0	3	0	2	0	0	3	2	2	0	0	1	3	4	0	1	3	1	3	1	1	0	0	1	1	0	0	0	0	1	0	0	0	1	2	4	1	3	1	2	4	1	1	2	2	2	1	1	4	2	1	2	3	1	4	1	3	1	2	2	3	3	4	4	5	2	2	1	0	1	0	1	0	0	0	1	2	3	3	2	0	2	2	1	1	3	3	3	10	10	76	17	17	42	3
436	5	4	2	3	5	3	1	3	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	2	0	2	4	4	2	0	4	3	4	0	0	0	0	0	0	0	0	1	1	2	1	2	1	1	4	1	1	1	3	4	1	1	4	1	1	1	2	5	4	1	4	1	3	1	4	5	2	1	2	2	3	3	3	3	0	2	3	1	0	4	0	4	1	0	0	4	1	0	1	3	3	3	24	25	71	19	16	36	1
437	1	2	2	3	4	1	0	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	3	3	2	2	1	1	1	0	0	1	0	0	0	0	0	1	4	5	1	5	3	4	3	2	1	5	2	2	1	1	3	2	1	3	2	1	5	3	4	4	2	5	1	1	4	2	1	4	4	1	1	4	0	3	3	4	0	1	0	4	4	0	0	2	2	1	4	2	4	4	17	24	91	11	25	55	1
438	3	6	6	1	0	0	0	4	0	0	0	0	2	1	3	0	2	0	0	3	1	0	1	0	1	1	2	0	0	1	0	2	2	2	1	1	0	0	0	0	0	0	1	0	0	0	0	2	2	2	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	3	1	1	2	1	2	1	2	0	3	0	2	0	4	0	2	3	1	0	2	0	0	4	2	3	3	9	22	45	10	9	26	3
439	5	6	5	5	3	3	3	4	0	0	0	2	2	0	4	0	0	0	0	1	1	2	0	0	0	1	1	0	0	1	2	2	1	2	4	2	3	3	0	1	1	0	2	1	1	4	3	4	5	1	4	2	4	4	2	5	4	2	2	1	4	2	4	3	4	3	5	4	1	4	4	4	4	1	2	4	3	2	4	3	3	4	3	1	4	2	4	0	4	0	4	0	0	0	4	4	1	3	4	4	4	32	33	105	13	20	72	4
440	5	6	5	6	5	5	5	5	1	2	3	3	2	1	7	4	7	7	7	6	4	4	3	2	6	1	2	6	4	6	4	4	4	4	4	4	4	4	2	1	1	1	2	2	2	2	2	4	5	1	4	4	4	4	4	4	4	1	4	3	4	5	4	4	2	4	3	4	1	5	2	1	5	3	2	2	4	2	5	4	2	3	4	1	3	4	2	4	2	4	4	3	3	1	3	4	3	1	5	4	4	47	24	112	11	26	75	12
441	1	4	3	2	1	4	2	2	1	0	3	2	1	0	1	0	0	0	0	1	0	1	0	1	0	0	3	0	0	2	1	2	1	1	2	2	1	1	0	0	0	0	0	0	0	0	0	2	2	1	4	4	4	2	2	2	4	1	4	3	3	2	2	3	2	2	2	4	3	2	3	2	4	1	1	1	2	1	4	3	4	1	3	0	2	0	4	0	2	2	1	2	2	0	1	2	1	3	2	3	3	11	21	82	10	22	50	7
442	5	5	4	4	6	1	2	1	0	1	1	1	0	0	2	0	0	1	0	2	1	2	0	1	0	0	0	0	1	3	3	4	3	4	4	3	2	1	0	0	0	0	0	0	0	0	1	2	1	1	4	2	1	1	2	1	2	1	1	1	1	1	2	1	2	2	2	3	1	2	2	2	1	1	1	2	1	1	3	1	2	4	3	0	3	2	4	0	2	0	2	1	0	0	4	1	2	3	6	4	4	25	27	52	8	12	32	3
443	2	6	6	4	0	0	1	4	3	3	2	2	3	1	3	3	3	0	0	1	0	0	0	0	0	0	4	0	0	1	2	2	2	1	1	1	1	1	4	0	0	0	0	0	0	0	0	2	3	3	3	2	5	3	5	4	5	3	4	4	3	2	3	2	2	4	4	5	3	4	1	2	5	1	1	2	1	3	5	2	1	1	1	NA	4	2	2	4	2	2	4	3	1	0	4	4	2	2	2	3	3	15	21	101	16	24	61	14
444	2	3	3	3	3	1	1	2	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	3	3	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	2	4	1	2	1	2	2	1	1	4	1	5	1	2	4	1	1	1	3	2	2	2	2	1	2	2	1	2	2	1	2	1	1	2	3	2	0	3	1	3	0	3	1	3	1	0	1	2	0	0	3	5	3	3	18	24	62	11	19	32	2
445	2	0	3	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	2	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	1	1	1	4	4	2	0	4	0	2	0	4	0	4	0	0	0	3	0	0	4	3	2	2	6	31	37	8	7	22	2
446	4	4	3	5	0	1	4	2	0	0	0	1	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	2	3	1	3	1	2	3	3	2	0	0	0	1	0	0	2	2	4	5	3	4	3	3	3	3	3	5	3	3	3	4	4	1	4	3	4	2	5	3	3	2	1	5	2	2	3	4	2	2	2	2	2	4	0	4	4	4	0	4	1	4	3	2	0	3	2	3	3	3	2	2	25	30	103	16	26	61	2
447	3	4	5	4	4	4	6	3	0	0	0	1	1	1	3	0	1	0	0	NA	1	1	1	0	0	1	1	0	0	1	2	4	4	3	1	3	1	1	0	0	0	0	0	2	0	3	0	2	2	3	5	2	2	1	1	2	4	3	2	1	2	2	1	1	1	3	1	1	2	5	1	1	1	1	1	1	1	1	1	1	2	2	2	0	2	1	4	0	3	1	1	4	0	0	1	3	0	4	3	3	3	24	21	59	12	15	32	3
448	4	6	5	4	2	0	0	1	1	0	0	1	2	0	4	1	0	0	1	1	1	2	0	0	1	1	4	1	1	2	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	1	3	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	NA	1	1	1	1	1	1	1	4	1	0	1	0	2	0	1	0	0	0	0	0	0	0	0	4	1	3	3	8	14	40	6	6	28	4
449	2	6	4	5	0	1	0	1	1	2	1	2	1	1	2	0	2	0	0	2	0	1	0	0	2	1	2	0	0	2	2	2	2	2	2	1	2	1	0	0	0	0	0	0	0	0	1	2	2	1	1	1	2	2	1	1	3	1	2	1	2	5	2	1	2	1	1	4	1	2	1	1	4	1	1	1	1	2	2	1	2	3	1	0	2	1	4	0	3	0	2	2	0	0	2	1	0	4	2	3	3	15	23	56	8	19	29	8
450	4	5	4	4	2	2	4	3	1	0	0	1	1	0	2	0	1	1	0	0	0	0	3	2	0	0	2	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	1	1	1	1	3	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	3	1	3	1	3	1	2	1	2	1	1	3	4	3	0	4	0	4	0	3	0	2	0	0	0	2	0	0	4	2	3	3	3	29	45	12	6	27	3
451	4	5	6	5	4	2	1	2	1	NA	1	2	1	1	4	0	1	1	1	2	1	0	1	0	1	0	2	0	0	1	2	2	2	1	3	2	3	3	3	2	2	2	1	2	1	4	4	2	4	5	5	4	4	4	4	2	5	2	4	4	4	4	1	4	2	2	2	2	4	2	4	1	4	2	1	2	2	2	2	3	2	1	1	0	1	4	3	1	2	2	3	3	2	1	2	0	1	2	4	3	3	39	17	99	17	24	58	6
452	0	1	6	0	0	0	0	0	0	0	0	2	2	1	2	1	1	0	0	1	1	0	1	1	0	0	1	0	0	3	2	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	1	5	1	2	1	1	1	4	1	1	1	1	4	1	1	1	1	1	4	1	2	1	1	5	1	1	3	1	1	2	1	3	0	2	0	3	3	0	0	1	4	2	4	2	0	4	2	0	4	2	5	4	14	19	55	7	23	25	5
453	3	5	5	3	1	1	0	0	0	1	1	0	1	0	2	0	1	0	0	2	1	1	0	1	0	0	2	0	0	1	4	4	4	4	4	4	4	1	4	0	0	2	0	1	1	1	4	5	5	2	5	4	5	2	5	2	5	5	5	5	5	5	5	2	2	5	4	4	4	2	1	4	5	4	4	4	3	4	4	5	4	4	2	0	4	4	1	0	1	0	4	1	1	0	4	0	0	4	5	3	3	42	28	131	27	29	75	3
454	5	5	5	5	5	3	3	4	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	1	1	0	1	2	3	2	3	3	3	3	2	0	0	0	0	0	0	0	2	0	3	1	1	2	1	5	3	2	1	3	1	1	2	3	1	1	1	5	1	1	4	1	2	1	1	4	1	1	2	2	1	2	1	3	4	4	0	3	2	2	0	4	0	4	0	0	0	2	2	0	4	4	3	3	23	30	62	7	15	40	1
455	1	0	0	0	1	0	0	0	0	0	0	1	2	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	2	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	2	1	1	1	1	2	1	2	2	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	2	1	1	1	3	4	2	0	4	2	4	0	3	1	2	1	0	0	2	2	0	2	2	5	4	7	26	44	8	9	27	3
456	2	2	2	3	3	1	2	4	1	0	1	2	1	0	2	0	1	0	1	0	0	0	0	0	0	0	0	1	2	1	2	3	3	2	3	2	2	1	0	1	1	1	0	1	1	1	1	2	3	1	1	2	3	2	2	2	3	2	3	2	2	3	3	3	3	2	2	2	2	2	2	4	2	3	2	3	2	2	2	2	1	1	3	0	2	2	1	0	0	2	4	3	2	0	3	2	0	2	5	4	4	25	17	76	16	14	46	5
457	2	5	4	4	3	1	1	1	0	1	0	0	1	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	0	4	4	4	4	4	4	4	3	1	1	1	2	0	0	0	1	4	5	5	3	5	5	4	5	3	5	5	5	5	5	3	5	3	3	5	3	3	5	5	3	5	3	5	5	5	3	3	1	5	3	2	2	1	3	3	3	2	4	2	1	1	4	2	0	3	0	1	1	6	5	4	41	17	136	27	30	79	3
458	0	3	0	0	0	0	0	0	0	0	0	1	1	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	4	2	4	4	4	1	4	3	0	3	0	0	1	0	0	1	4	3	5	1	3	5	5	1	2	4	5	5	5	3	2	5	3	4	5	5	3	3	1	2	5	1	4	5	5	2	3	5	5	5	2	3	0	0	0	0	0	0	2	4	2	2	1	0	0	0	1	0	3	3	3	35	9	120	23	25	72	2
459	0	5	5	6	2	5	1	4	1	0	2	3	0	0	1	0	2	2	4	2	1	2	1	1	1	0	2	3	2	0	2	3	4	3	3	1	3	2	0	0	1	1	0	0	0	1	2	3	2	3	4	3	5	1	5	1	3	5	5	3	3	5	5	5	5	5	3	3	3	5	3	2	4	3	2	4	3	2	4	3	0	1	4	0	4	NA	1	0	1	1	1	4	4	0	4	2	4	2	4	4	4	26	18	115	20	24	71	6
460	3	4	6	4	5	0	1	2	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	2	1	0	0	0	0	1	0	0	3	0	0	2	0	1	1	0	2	0	0	0	2	1	2	1	5	2	1	5	1	1	4	2	4	1	4	1	1	1	4	2	2	4	1	2	1	1	2	1	1	2	2	1	1	1	4	4	4	0	4	2	4	0	2	1	4	0	0	0	3	1	2	4	2	2	2	12	33	65	8	20	37	1
461	1	4	3	1	0	0	1	0	0	0	1	1	1	0	1	1	2	0	0	0	0	0	0	1	1	0	2	0	0	1	3	4	3	3	2	3	2	4	0	0	0	1	0	0	1	1	3	3	4	4	3	3	5	3	3	4	3	5	5	3	3	5	2	3	2	3	3	4	2	3	4	3	4	5	4	3	3	2	5	3	2	2	1	0	2	2	3	0	2	1	1	2	1	0	2	2	0	2	5	4	4	30	17	114	25	24	65	3
462	5	5	47	2	0	2	2	1	0	1	1	2	1	1	1	0	0	1	1	2	0	1	1	1	2	0	1	0	1	2	2	2	2	1	2	2	1	2	0	0	0	0	1	0	0	0	1	1	2	1	2	1	2	1	1	1	4	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	3	4	2	0	2	1	4	0	3	0	0	0	0	0	2	0	0	2	3	3	3	16	22	43	8	12	23	6
463	4	6	6	4	5	1	1	2	0	0	2	3	3	2	0	0	7	NA	0	3	1	0	0	0	2	0	5	0	0	1	2	2	1	1	3	3	3	4	1	1	0	1	0	0	2	4	3	1	3	1	5	2	2	4	1	1	3	1	1	1	4	3	1	1	4	1	3	5	2	4	1	3	4	2	2	5	1	2	3	1	0	1	0	2	2	0	1	0	2	2	0	3	3	2	1	1	0	1	2	2	2	31	8	78	13	21	44	10
464	1	3	3	3	3	0	1	1	1	1	1	1	2	1	2	0	0	0	1	2	0	1	0	0	1	0	1	0	0	0	0	21	3	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	2	3	1	1	1	1	1	4	4	4	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	2	4	2	2	4	1	4	0	3	1	2	1	0	0	3	1	0	4	2	3	3	27	28	50	11	15	24	7
465	2	6	5	5	4	3	3	4	0	1	1	1	1	0	1	1	2	0	0	1	1	1	0	0	0	0	1	0	0	1	2	2	3	1	3	2	2	2	0	0	0	0	1	0	0	0	0	1	1	2	1	1	5	1	1	1	2	3	5	1	3	3	4	4	2	3	3	3	4	3	1	3	4	5	2	2	1	5	4	4	2	0	2	0	3	2	3	0	1	4	4	4	4	2	2	3	3	2	4	3	3	18	19	88	24	18	46	4
466	3	5	4	5	1	0	0	3	0	0	1	1	0	0	2	0	2	0	0	0	0	2	1	0	0	1	1	1	1	2	0	1	0	0	0	3	0	1	0	1	0	1	1	1	0	0	2	1	2	1	1	1	3	1	1	1	1	1	1	1	2	2	2	1	2	1	3	4	1	2	1	2	1	3	1	2	2	1	4	1	3	4	2	0	2	0	2	3	0	3	3	4	0	0	2	1	0	4	3	3	3	11	22	54	10	10	34	2
467	4	3	2	3	3	1	3	2	0	0	1	1	0	1	1	0	1	1	2	2	0	1	0	0	0	0	0	0	0	1	1	3	2	1	2	3	2	3	1	1	1	1	0	0	0	1	3	2	2	4	4	2	4	2	2	1	4	4	4	2	2	3	2	1	2	2	2	4	2	2	2	1	2	3	2	1	1	2	2	1	2	4	1	0	4	1	2	0	3	4	4	1	0	0	3	0	0	3	2	3	3	25	26	76	18	21	37	3
468	2	5	5	5	5	0	0	4	1	0	1	1	3	1	2	0	1	0	2	0	1	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	1	3	1	1	1	1	1	1	1	2	1	1	1	5	1	1	1	1	1	1	2	1	5	2	5	1	1	1	1	1	4	2	0	2	2	4	0	3	0	1	0	0	0	2	0	0	3	2	5	4	5	22	50	13	6	31	7
469	5	4	6	5	5	3	5	5	0	0	1	1	1	0	1	0	2	1	1	1	1	1	0	0	1	0	2	0	0	0	2	2	2	1	2	1	1	0	0	0	0	0	0	0	0	1	0	1	2	3	1	3	5	1	2	1	1	3	1	1	1	5	1	1	5	3	1	2	1	5	1	5	1	2	2	1	5	2	1	1	3	2	3	0	3	1	3	0	4	2	3	3	0	0	2	2	2	3	4	4	4	12	26	71	18	11	42	3
470	6	5	5	4	0	2	2	3	0	0	0	0	1	1	1	0	0	1	0	0	0	2	0	1	0	0	2	0	2	3	0	0	3	0	2	0	0	2	0	0	3	0	0	0	0	0	4	1	1	3	3	1	1	1	1	1	3	1	3	1	1	1	1	1	1	1	1	1	1	3	1	2	1	1	1	3	1	1	1	1	3	4	3	0	3	1	2	0	4	0	0	1	0	0	0	1	0	4	2	4	3	14	23	46	10	12	24	2
471	0	3	2	3	0	0	0	0	0	0	0	1	1	1	2	0	0	0	0	0	3	0	0	0	0	0	1	1	0	0	2	4	2	4	4	2	4	4	0	4	2	4	2	2	4	0	2	1	5	5	4	3	3	2	1	3	3	2	4	2	4	4	1	4	3	4	5	4	4	3	2	5	5	4	2	3	1	1	3	1	1	2	3	4	2	2	4	1	1	2	NA	1	4	1	2	1	3	1	NA	4	4	46	16	101	23	24	54	3
472	6	5	3	5	2	2	0	4	0	0	1	1	1	0	3	3	0	3	3	3	0	3	0	0	0	1	0	3	0	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	5	5	5	5	1	5	5	5	5	5	5	5	5	1	5	5	1	5	5	5	5	1	5	1	1	3	2	3	1	2	2	4	3	3	3	3	3	3	3	3	2	3	4	0	0	2	1	3	1	4	NA	5	4	68	26	123	23	22	78	3
473	4	5	5	5	3	3	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	3	1	4	2	4	1	3	1	0	0	0	0	0	0	0	1	2	3	4	1	2	1	3	3	1	2	3	2	4	2	2	3	3	2	4	3	2	4	2	3	3	2	4	2	2	3	3	4	5	3	3	2	3	0	4	1	4	0	4	0	2	3	0	2	0	2	1	0	6	4	3	22	22	90	15	20	55	6
474	2	4	1	4	6	2	2	4	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	3	0	0	2	0	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	2	1	1	5	41	1	4	1	1	2	1	4	2	2	5	1	1	1	1	1	1	1	5	1	5	1	5	2	2	3	1	2	4	3	2	2	0	4	3	3	0	2	0	4	2	1	0	4	1	1	4	5	4	3	14	28	111	16	18	77	1
475	0	5	3	2	0	3	1	1	0	0	1	1	1	0	2	0	0	0	0	0	2	0	2	0	0	0	2	0	0	2	4	2	2	2	3	1	4	1	1	1	1	1	1	1	11	1	1	3	5	5	4	5	5	3	4	4	5	4	4	3	3	3	4	3	2	4	3	3	3	2	3	3	3	4	1	3	5	2	4	3	2	1	0	3	1	0	0	0	1	1	0	3	2	0	0	0	0	4	5	3	2	38	9	115	22	22	71	3
476	3	6	5	5	3	1	2	5	0	1	2	2	2	3	1	0	0	1	1	3	0	1	1	1	1	1	1	0	2	1	2	2	1	1	1	2	1	0	0	0	3	0	0	0	0	0	1	1	4	1	4	1	1	5	1	1	4	1	1	1	1	1	1	1	2	2	2	3	1	3	3	2	1	1	1	3	1	1	1	1	2	4	1	0	1	1	2	0	4	3	3	3	2	0	3	0	1	3	6	3	3	14	23	58	8	14	36	10
477	5	6	3	5	6	3	1	4	0	1	1	1	1	1	2	0	1	1	2	2	3	3	4	1	1	1	1	0	0	2	2	1	1	0	3	1	3	3	0	1	0	0	0	1	1	0	3	2	4	4	2	1	2	2	2	2	4	1	1	1	1	4	2	1	1	2	1	2	2	4	1	2	2	2	1	1	1	1	4	2	2	4	1	0	3	4	4	0	4	2	4	0	1	0	2	0	0	4	NA	5	4	20	28	65	13	15	37	5
478	5	6	5	2	2	1	1	2	0	0	0	0	1	1	3	1	3	0	2	2	3	0	0	1	1	2	0	1	0	3	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	2	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	5	1	5	1	2	1	1	1	2	1	1	1	0	0	0	0	0	0	0	0	4	0	4	4	0	0	0	0	2	2	4	4	5	3	48	13	10	25	2
